id,golden,label,confidence,url
3331,FALSE,Positive,0.6732,http://farm1.static.flickr.com/84/244975260_e6f7c43112.jpg
3332,FALSE,Positive,1,http://farm2.static.flickr.com/1210/909146634_471122c2c7.jpg
3333,FALSE,Positive,0.3387,http://farm1.static.flickr.com/49/155699770_53317e5860.jpg
3334,FALSE,Positive,0.6692,http://farm1.static.flickr.com/182/479890110_e909b54909.jpg
3335,FALSE,Positive,1,http://farm1.static.flickr.com/231/496148011_4667ffcd45.jpg
3336,FALSE,Neutral,0.6666,http://farm3.static.flickr.com/2046/1789708830_64073ba326.jpg
3337,FALSE,Positive,1,http://farm1.static.flickr.com/114/292962503_e56d4e314e.jpg
3338,FALSE,Positive,0.6675,http://farm1.static.flickr.com/99/271666362_b52a646e88.jpg
3339,FALSE,Positive,0.3359,http://farm1.static.flickr.com/96/246342560_da2d109e53.jpg
3340,FALSE,Negative,0.6621,http://farm4.static.flickr.com/3131/2375290880_6068e5fa3f.jpg
3341,FALSE,Positive,1,http://farm1.static.flickr.com/49/125564515_c74b632513.jpg
3342,FALSE,Positive,1,http://farm2.static.flickr.com/1056/1039862309_9160f2ae04.jpg
3343,FALSE,Highly positive,0.6677,http://farm1.static.flickr.com/180/462153668_6a7ae552fc.jpg
3344,FALSE,Positive,0.6653,http://farm1.static.flickr.com/119/277044323_a514524752.jpg
3345,FALSE,Positive,1,http://farm4.static.flickr.com/3145/2431174326_43fe5f15c2.jpg
3346,FALSE,Positive,0.6675,http://farm1.static.flickr.com/186/440666653_98412c3a76.jpg
3347,FALSE,Positive,0.6682,http://farm1.static.flickr.com/183/445110277_88a6d9a680.jpg
3348,FALSE,Negative,0.3499,http://farm1.static.flickr.com/69/197879114_87483cc388.jpg
3349,FALSE,Highly positive,0.6687,http://farm1.static.flickr.com/25/62241739_d8fc126506.jpg
3350,FALSE,Positive,0.6678,http://farm3.static.flickr.com/2074/1873449668_ecafb8e3f7.jpg
3351,FALSE,Positive,0.6668,http://farm1.static.flickr.com/172/434150059_26fcc7abc9.jpg
3352,FALSE,Positive,1,http://farm1.static.flickr.com/212/503249167_f6013211c2.jpg
3353,FALSE,Positive,0.6815,http://farm4.static.flickr.com/3005/2435410723_650dfd5094.jpg
3354,FALSE,Neutral,1,http://farm1.static.flickr.com/207/508815397_dc8edb792a.jpg
3355,FALSE,Positive,0.6799,http://farm2.static.flickr.com/1218/882794300_9ac482b352.jpg
3356,FALSE,Positive,0.6595,http://farm1.static.flickr.com/218/502786025_f4abc33036.jpg
3357,FALSE,Positive,1,http://farm1.static.flickr.com/189/476749016_649f63d92e.jpg
3358,FALSE,Neutral,1,http://farm2.static.flickr.com/1105/1490712034_5450420811.jpg
3359,FALSE,Positive,1,http://farm3.static.flickr.com/2127/1878618624_decd15e77a.jpg
3360,FALSE,Positive,0.6646,http://farm1.static.flickr.com/171/439628191_0f3f0ac7ef.jpg
3361,FALSE,Highly positive,1,http://farm3.static.flickr.com/2234/2351536677_11e08bb721.jpg
3362,FALSE,Positive,1,http://farm2.static.flickr.com/1226/540156023_4a2f21e13a.jpg
3363,FALSE,Neutral,1,http://farm4.static.flickr.com/3031/2373115098_24e875e0c7.jpg
3364,FALSE,Positive,0.6756,http://farm2.static.flickr.com/1397/993012309_1b8bf9d9ec.jpg
3365,FALSE,Neutral,0.6588,http://farm3.static.flickr.com/2374/2419161122_32f08f81f1.jpg
3366,FALSE,Highly positive,0.6674,http://farm2.static.flickr.com/1364/1234081652_910c78006d.jpg
3367,FALSE,Negative,0.6651,http://farm1.static.flickr.com/145/427573017_3b18c95f93.jpg
3368,FALSE,Negative,1,http://farm1.static.flickr.com/186/466099694_3bd12cf7c0.jpg
3369,FALSE,Positive,0.6715,http://farm3.static.flickr.com/2254/1558052551_6d7b273134.jpg
3370,FALSE,Positive,1,http://farm1.static.flickr.com/104/254540313_395cc25693.jpg
3371,FALSE,Positive,1,http://farm3.static.flickr.com/2224/2075806999_e4b2d182d9.jpg
3372,FALSE,Positive,0.6726,http://farm2.static.flickr.com/1428/1033430188_6cc4f2f9db.jpg
3373,FALSE,Positive,0.6763,http://farm1.static.flickr.com/110/317152013_b3379661dc.jpg
3374,FALSE,Positive,1,http://farm1.static.flickr.com/203/474497962_21d5f5be57.jpg
3375,FALSE,Positive,0.3441,http://farm3.static.flickr.com/2181/2055175921_830cebcaf2.jpg
3376,FALSE,Neutral,0.6608,http://farm1.static.flickr.com/11/16684459_c606921ee8.jpg
3377,FALSE,Negative,0.6841,http://farm1.static.flickr.com/226/514974651_40ece6d269.jpg
3378,FALSE,Positive,1,http://farm1.static.flickr.com/47/141106849_16402042f8.jpg
3379,FALSE,Neutral,1,http://farm3.static.flickr.com/2378/2230389815_287b50d285.jpg
3380,FALSE,Positive,0.7002,http://farm2.static.flickr.com/1316/956174065_77f21fcd6d.jpg
3381,FALSE,Negative,0.6628,http://farm3.static.flickr.com/2022/2228600466_39c1c1f90c.jpg
3382,FALSE,Positive,0.6754,http://farm1.static.flickr.com/18/70665798_cbfd983d9a.jpg
3383,FALSE,Negative,1,http://farm1.static.flickr.com/164/424729348_b6846ce79f.jpg
3384,FALSE,Negative,0.6661,http://farm4.static.flickr.com/3256/2565460038_dd8a374f90.jpg
3385,FALSE,Positive,1,http://farm4.static.flickr.com/3221/2521618065_e82371b387.jpg
3386,FALSE,Negative,1,http://farm4.static.flickr.com/3110/2550724090_f7d41384cf.jpg
3387,FALSE,Positive,1,http://farm1.static.flickr.com/70/192113237_8f9fad7484.jpg
3388,FALSE,Neutral,1,http://farm3.static.flickr.com/2248/2157074454_ea41b62117.jpg
3389,FALSE,Neutral,1,http://farm3.static.flickr.com/2318/2158558244_9c19b5e18d.jpg
3390,FALSE,Positive,0.6678,http://farm2.static.flickr.com/1139/1119179918_6c4e5681d1.jpg
3391,FALSE,Neutral,0.6671,http://farm3.static.flickr.com/2022/1576445780_2c2ce2e22c.jpg
3392,FALSE,Positive,0.6716,http://farm1.static.flickr.com/89/245125697_cae743d9f1.jpg
3393,FALSE,Negative,0.6728,http://farm2.static.flickr.com/1226/677728149_abb10f7f46.jpg
3394,FALSE,Positive,1,http://farm3.static.flickr.com/2040/2080634297_37b0d8ca7f.jpg
3395,FALSE,Neutral,0.6758,http://farm1.static.flickr.com/22/36714632_7435ddaecd.jpg
3396,FALSE,Positive,0.6586,http://farm1.static.flickr.com/33/55322938_c488e27f3b.jpg
3397,FALSE,Positive,1,http://farm1.static.flickr.com/62/227926099_edec47b1c5.jpg
3398,FALSE,Positive,0.6665,http://farm4.static.flickr.com/3015/2576239061_15c1349eb9.jpg
3399,FALSE,Positive,1,http://farm4.static.flickr.com/3247/2321177648_fdbcee186a.jpg
3400,FALSE,Positive,0.667,http://farm1.static.flickr.com/188/438919000_aa9fd20c82.jpg
3401,FALSE,Negative,0.6715,http://farm3.static.flickr.com/2219/1796057450_df32db252d.jpg
3402,FALSE,Negative,0.6672,http://farm1.static.flickr.com/177/366306815_8478d247ca.jpg
3403,FALSE,Highly positive,0.3398,http://farm3.static.flickr.com/2190/2150822866_28f0eb2020.jpg
3404,FALSE,Neutral,1,http://farm3.static.flickr.com/2140/2208727972_7148c10696.jpg
3405,FALSE,Positive,0.6662,http://farm4.static.flickr.com/3168/2381536692_4f8d266ccf.jpg
3406,FALSE,Negative,0.6661,http://farm4.static.flickr.com/3122/2427839803_fb059e6732.jpg
3407,FALSE,Neutral,0.6738,http://farm3.static.flickr.com/2050/2160788396_69d39f3d20.jpg
3408,FALSE,Neutral,1,http://farm2.static.flickr.com/1103/758815890_aa1ee28475.jpg
3409,FALSE,Neutral,0.6628,http://farm3.static.flickr.com/2139/2005353666_3b7a779a0b.jpg
3410,FALSE,Neutral,1,http://farm2.static.flickr.com/1251/1481309541_98407eda70.jpg
3411,FALSE,Positive,0.6625,http://farm3.static.flickr.com/2250/2465238931_18ded9814a.jpg
3412,FALSE,Neutral,1,http://farm2.static.flickr.com/1342/1338804393_d6d01bf2aa.jpg
3413,FALSE,Positive,0.6658,http://farm3.static.flickr.com/2182/2237420655_a3f6cc6e26.jpg
3414,FALSE,Positive,1,http://farm1.static.flickr.com/54/189403510_012d01b50c.jpg
3415,FALSE,Positive,0.3421,http://farm1.static.flickr.com/49/107664947_5cd96e62a3.jpg
3416,FALSE,Positive,0.6685,http://farm2.static.flickr.com/1430/1042240118_6f590d745d.jpg
3417,FALSE,Negative,0.6589,http://farm4.static.flickr.com/3023/2425743695_e31bfe90c1.jpg
3418,FALSE,Positive,0.6711,http://farm1.static.flickr.com/170/467279610_c83cd761ec.jpg
3419,FALSE,Neutral,0.6736,http://farm2.static.flickr.com/1127/895573106_593daa7a17.jpg
3420,FALSE,Negative,1,http://farm2.static.flickr.com/1081/569053802_1941883e09.jpg
3421,FALSE,Positive,1,http://farm2.static.flickr.com/1265/548690277_e86ade1599.jpg
3422,FALSE,Neutral,1,http://farm1.static.flickr.com/200/475737015_575306784a.jpg
3423,FALSE,Positive,0.6686,http://farm3.static.flickr.com/2282/1863775026_5a96d9d3fb.jpg
3424,FALSE,Positive,0.6707,http://farm3.static.flickr.com/2132/1676297355_defd59727c.jpg
3425,FALSE,Negative,0.6637,http://farm3.static.flickr.com/2097/2513768748_ef496498fa.jpg
3426,FALSE,Neutral,0.3346,http://farm3.static.flickr.com/2183/1789434797_9ee8d36737.jpg
3427,FALSE,Positive,0.6766,http://farm3.static.flickr.com/2020/1764677315_f88f11d7c7.jpg
3428,FALSE,Neutral,0.6615,http://farm4.static.flickr.com/3047/2617739123_92fe223669.jpg
3429,FALSE,Neutral,0.6605,http://farm2.static.flickr.com/1247/917058709_ebf4fe507a.jpg
3430,FALSE,Positive,0.3367,http://farm2.static.flickr.com/1137/1217301211_34e5f4ddba.jpg
3431,FALSE,Neutral,0.6565,http://farm1.static.flickr.com/52/159013376_17d9f8b454.jpg
3432,FALSE,Neutral,0.6599,http://farm3.static.flickr.com/2099/2373172675_c0bbcceebb.jpg
3433,FALSE,Positive,0.3395,http://farm3.static.flickr.com/2309/2437833832_8e723c7bf8.jpg
3434,FALSE,Neutral,0.6646,http://farm1.static.flickr.com/77/207253914_d4b38c5006.jpg
3435,FALSE,Negative,0.6841,http://farm1.static.flickr.com/50/110297048_900578b6b9.jpg
3436,FALSE,Positive,0.6599,http://farm1.static.flickr.com/70/200150447_f8aa28f19d.jpg
3437,FALSE,Neutral,0.6556,http://farm2.static.flickr.com/1262/557603873_fd2689d321.jpg
3438,FALSE,Neutral,0.6574,http://farm1.static.flickr.com/62/159010357_a44614da1a.jpg
3439,FALSE,Neutral,1,http://farm3.static.flickr.com/2032/2218966306_5ebf8b0bf7.jpg
3440,FALSE,Positive,0.3363,http://farm1.static.flickr.com/40/75901733_2295b2ef17.jpg
3441,FALSE,Negative,0.6728,http://farm2.static.flickr.com/1043/765413000_83578e655d.jpg
3442,FALSE,Positive,1,http://farm2.static.flickr.com/1097/621764310_6e74a7be0a.jpg
3443,FALSE,Negative,0.6684,http://farm3.static.flickr.com/2084/2245267228_2a2dbdefcf.jpg
3444,FALSE,Neutral,1,http://farm3.static.flickr.com/2400/2173266906_56db186bff.jpg
3445,FALSE,Neutral,1,http://farm1.static.flickr.com/44/157111600_d8e2f02220.jpg
3446,FALSE,Neutral,0.6631,http://farm3.static.flickr.com/2253/2179338640_1dcd5a1b5e.jpg
3447,FALSE,Positive,0.6645,http://farm1.static.flickr.com/52/134407810_52be206815.jpg
3448,FALSE,Neutral,0.6626,http://farm1.static.flickr.com/56/159013378_94d6d3ebdf.jpg
3449,FALSE,Negative,0.6671,http://farm3.static.flickr.com/2310/2311344377_36910e4faf.jpg
3450,FALSE,Positive,0.6718,http://farm1.static.flickr.com/87/210405924_5385a81366.jpg
3451,FALSE,Highly positive,0.3415,http://farm3.static.flickr.com/2178/2147718252_6086ccb0f4.jpg
3452,FALSE,Neutral,1,http://farm1.static.flickr.com/138/401403647_bdb383adb2.jpg
3453,FALSE,Positive,0.6786,http://farm4.static.flickr.com/3207/2372341168_fa2fc6d40b.jpg
3454,FALSE,Positive,0.666,http://farm1.static.flickr.com/50/135496344_f079c62408.jpg
3455,FALSE,Neutral,1,http://farm3.static.flickr.com/2300/2595043031_e564ccff65.jpg
3456,FALSE,Positive,1,http://farm2.static.flickr.com/1063/987534771_436ad1fba1.jpg
3457,FALSE,Neutral,1,http://farm4.static.flickr.com/3045/2606243545_9356e832df.jpg
3458,FALSE,Positive,1,http://farm4.static.flickr.com/3130/2589676366_c46a6379f6.jpg
3459,FALSE,Positive,0.6781,http://farm3.static.flickr.com/2187/2075391135_d976260284.jpg
3460,FALSE,Positive,0.6702,http://farm1.static.flickr.com/205/483200467_6cd6d0b542.jpg
3461,FALSE,Positive,1,http://farm2.static.flickr.com/1064/747561816_75e3dcc7b6.jpg
3462,FALSE,Positive,1,http://farm2.static.flickr.com/1078/1083782191_3ed60aa876.jpg
3463,FALSE,Positive,1,http://farm2.static.flickr.com/1375/688172100_b718edd2a0.jpg
3464,FALSE,Positive,1,http://farm2.static.flickr.com/1279/558412504_8565243bd9.jpg
3465,FALSE,Positive,0.6653,http://farm3.static.flickr.com/2225/2084632741_09c9d4f47f.jpg
3466,FALSE,Negative,0.3372,http://farm3.static.flickr.com/2084/1838580696_a6b30bcad5.jpg
3467,FALSE,Positive,1,http://farm2.static.flickr.com/1284/1354412398_79e86bf347.jpg
3468,FALSE,Positive,1,http://farm1.static.flickr.com/16/20877465_daaa7df927.jpg
3469,FALSE,Positive,0.6693,http://farm1.static.flickr.com/86/258555388_89a4acb593.jpg
3470,FALSE,Neutral,1,http://farm1.static.flickr.com/74/171966023_4037b52712.jpg
3471,FALSE,Positive,1,http://farm1.static.flickr.com/41/97900549_992dc54966.jpg
3472,FALSE,Positive,1,http://farm4.static.flickr.com/3128/2474699623_274cbf9500.jpg
3473,FALSE,Positive,1,http://farm3.static.flickr.com/2313/2407786432_15ddc4542e.jpg
3474,FALSE,Positive,0.6751,http://farm4.static.flickr.com/3154/2613332581_1493e0eb95.jpg
3475,FALSE,Positive,1,http://farm4.static.flickr.com/3262/2403433036_2cf535ff64.jpg
3476,FALSE,Positive,0.6681,http://farm3.static.flickr.com/2131/2354505872_48843294e2.jpg
3477,FALSE,Positive,1,http://farm4.static.flickr.com/3145/2673811408_963aac10b0.jpg
3478,FALSE,Highly positive,0.67,http://farm2.static.flickr.com/1002/537375479_b3f8e80781.jpg
3479,FALSE,Positive,1,http://farm1.static.flickr.com/186/470965108_0b1975f840.jpg
3480,FALSE,Neutral,1,http://farm1.static.flickr.com/72/165000687_b118901d1e.jpg
3481,FALSE,Positive,0.3436,http://farm3.static.flickr.com/2167/2331523566_dc5306257d.jpg
3482,FALSE,Positive,0.6668,http://farm2.static.flickr.com/1327/1058095059_f2cf065b2f.jpg
3483,FALSE,Neutral,1,http://farm3.static.flickr.com/2023/1934151728_2802016843.jpg
3484,FALSE,Neutral,0.6573,http://farm2.static.flickr.com/1084/1489873329_97c8dac7b1.jpg
3485,FALSE,Positive,0.6649,http://farm3.static.flickr.com/2056/2415517641_37feba71d9.jpg
3486,FALSE,Positive,0.6665,http://farm3.static.flickr.com/2376/2224939695_c3bfa7e855.jpg
3487,FALSE,Neutral,1,http://farm2.static.flickr.com/1244/1461594314_c0d198fab6.jpg
3488,FALSE,Positive,1,http://farm3.static.flickr.com/2006/1660066178_39ccc9dcdd.jpg
3489,FALSE,Positive,1,http://farm1.static.flickr.com/192/499149391_71b77e87ea.jpg
3490,FALSE,Positive,1,http://farm1.static.flickr.com/132/318311809_5c42217e38.jpg
3491,FALSE,Neutral,0.6592,http://farm1.static.flickr.com/22/34964321_d00000136b.jpg
3492,FALSE,Positive,0.3355,http://farm1.static.flickr.com/44/141135935_5773a8a203.jpg
3493,FALSE,Positive,1,http://farm1.static.flickr.com/34/101350718_fa52fcef35.jpg
3494,FALSE,Negative,0.336,http://farm1.static.flickr.com/7/8094437_6c622df7ee.jpg
3495,FALSE,Positive,0.6786,http://farm1.static.flickr.com/93/238053025_dcc11ec2e8.jpg
3496,FALSE,Positive,0.6675,http://farm1.static.flickr.com/109/300243819_06b8c3eba3.jpg
3497,FALSE,Positive,1,http://farm1.static.flickr.com/25/46788134_9e789dfc74.jpg
3498,FALSE,Neutral,1,http://farm1.static.flickr.com/6/124229714_fb38772dee.jpg
3499,FALSE,Negative,0.6677,http://farm1.static.flickr.com/10/13229536_017e297f24.jpg
3500,FALSE,Positive,1,http://farm4.static.flickr.com/3134/2347394257_50a1bfda7f.jpg
3501,FALSE,Positive,1,http://farm4.static.flickr.com/3097/2682035429_675b088691.jpg
3502,FALSE,Highly positive,0.3447,http://farm4.static.flickr.com/3214/2671943257_611e79be08.jpg
3503,FALSE,Neutral,0.6649,http://farm4.static.flickr.com/3152/2559535604_3cfd761ccf.jpg
3504,FALSE,Positive,1,http://farm4.static.flickr.com/3081/2674965614_142f5deb3d.jpg
3505,FALSE,Positive,1,http://farm4.static.flickr.com/3131/2703400255_76b4d178ee.jpg
3506,FALSE,Highly positive,0.3366,http://farm4.static.flickr.com/3076/2568068516_c8fda7beda.jpg
3507,FALSE,Positive,0.341,http://farm1.static.flickr.com/35/68292495_be294c77db.jpg
3508,FALSE,Negative,1,http://farm3.static.flickr.com/2172/2510733947_e0cd3335be.jpg
3509,FALSE,Neutral,1,http://farm1.static.flickr.com/164/418584023_6a1fb37368.jpg
3510,FALSE,Positive,1,http://farm3.static.flickr.com/2067/2146516370_470978ec0b.jpg
3511,FALSE,Positive,0.3358,http://farm1.static.flickr.com/113/285847909_ab2fc9c16f.jpg
3512,FALSE,Positive,0.6576,http://farm4.static.flickr.com/3103/2491136448_d042a2811f.jpg
3513,FALSE,Positive,1,http://farm4.static.flickr.com/3114/2646946461_f89514833d.jpg
3514,FALSE,Negative,0.3378,http://farm2.static.flickr.com/1407/785443432_a8946c2c90.jpg
3515,FALSE,Negative,0.6633,http://farm1.static.flickr.com/151/423363936_1610576a9a.jpg
3516,FALSE,Negative,0.6868,http://farm2.static.flickr.com/1131/1490154199_0e8e60c029.jpg
3517,FALSE,Positive,1,http://farm3.static.flickr.com/2002/2336967061_22944f8bdf.jpg
3518,FALSE,Positive,0.6634,http://farm2.static.flickr.com/1354/935603758_8e815848b5.jpg
3519,FALSE,Neutral,0.6645,http://farm3.static.flickr.com/2374/2196484344_edac2d9e3c.jpg
3520,FALSE,Neutral,0.3384,http://farm1.static.flickr.com/75/201856600_293bf0293c.jpg
3521,FALSE,Neutral,0.6624,http://farm4.static.flickr.com/3231/2666495230_a47e195845.jpg
3522,FALSE,Neutral,0.6626,http://farm1.static.flickr.com/72/208811366_1317702c6a.jpg
3523,FALSE,Positive,0.6643,http://farm1.static.flickr.com/180/381254346_fa13627e77.jpg
3524,FALSE,Negative,1,http://farm4.static.flickr.com/3134/2342886225_2f2fa7f399.jpg
3525,FALSE,Neutral,0.6488,http://farm2.static.flickr.com/1218/674921662_98d8f68687.jpg
3526,FALSE,Positive,0.664,http://farm1.static.flickr.com/112/277848743_ae11019c39.jpg
3527,FALSE,Neutral,1,http://farm3.static.flickr.com/2228/2047351363_a3fcede9df.jpg
3528,FALSE,Positive,1,http://farm3.static.flickr.com/2300/2302612642_249965b389.jpg
3529,FALSE,Positive,1,http://farm1.static.flickr.com/110/311363438_741f6207ea.jpg
3530,FALSE,Positive,0.6805,http://farm3.static.flickr.com/2003/2484158077_e28b8c0ac8.jpg
3531,FALSE,Positive,1,http://farm1.static.flickr.com/127/323850207_cdaba756e3.jpg
3532,FALSE,Positive,0.6634,http://farm3.static.flickr.com/2126/2415580211_a8a43050a7.jpg
3533,FALSE,Positive,1,http://farm2.static.flickr.com/1042/633374069_9db086eb21.jpg
3534,FALSE,Negative,0.6532,http://farm2.static.flickr.com/1089/617053199_13ccb36069.jpg
3535,FALSE,Neutral,0.6624,http://farm1.static.flickr.com/194/507366455_4d691b8540.jpg
3536,FALSE,Highly negative,0.6668,http://farm3.static.flickr.com/2224/1744961088_f34b27094e.jpg
3537,FALSE,Highly positive,0.6768,http://farm4.static.flickr.com/3148/2542968862_d93465d7f8.jpg
3538,FALSE,Neutral,0.6768,http://farm1.static.flickr.com/140/318699609_efbcad090e.jpg
3539,FALSE,Positive,1,http://farm1.static.flickr.com/229/500913465_d24b570921.jpg
3540,FALSE,Neutral,1,http://farm3.static.flickr.com/2283/2301716258_4d3ba0a9d6.jpg
3541,FALSE,Positive,0.6687,http://farm2.static.flickr.com/1223/1354980967_0ff9f37385.jpg
3542,FALSE,Positive,1,http://farm4.static.flickr.com/3115/2687498047_17edb13d50.jpg
3543,FALSE,Neutral,1,http://farm3.static.flickr.com/2353/2201739164_9a4332bbef.jpg
3544,FALSE,Positive,1,http://farm1.static.flickr.com/72/227849355_e347935ae0.jpg
3545,FALSE,Positive,1,http://farm1.static.flickr.com/57/173703961_312a4f9806.jpg
3546,FALSE,Positive,1,http://farm1.static.flickr.com/57/228410250_60022b74b3.jpg
3547,FALSE,Neutral,0.6681,http://farm1.static.flickr.com/83/243171271_3f34931255.jpg
3548,FALSE,Neutral,0.6632,http://farm3.static.flickr.com/2008/2412037666_b251f00c0f.jpg
3549,FALSE,Positive,0.6654,http://farm2.static.flickr.com/1304/537254334_0b1a5c161a.jpg
3550,FALSE,Positive,1,http://farm3.static.flickr.com/2356/2132228033_6109ec7157.jpg
3551,FALSE,Positive,0.6749,http://farm2.static.flickr.com/1050/1430628226_51deb6b1a8.jpg
3552,FALSE,Positive,0.6701,http://farm1.static.flickr.com/251/518985792_c632e84627.jpg
3553,FALSE,Positive,1,http://farm3.static.flickr.com/2143/2500277900_33bdffbc7d.jpg
3554,FALSE,Positive,0.6684,http://farm1.static.flickr.com/51/141492487_d2555bc460.jpg
3555,FALSE,Positive,0.6655,http://farm4.static.flickr.com/3160/2546478652_b0db830393.jpg
3556,FALSE,Positive,0.3373,http://farm2.static.flickr.com/1295/762448500_75245e8d86.jpg
3557,FALSE,Positive,0.6678,http://farm3.static.flickr.com/2032/2284840047_f939a35b66.jpg
3558,FALSE,Positive,0.6755,http://farm3.static.flickr.com/2383/1614478162_5842278009.jpg
3559,FALSE,Positive,1,http://farm1.static.flickr.com/158/435415176_b3e490ba4a.jpg
3560,FALSE,Negative,0.6637,http://farm1.static.flickr.com/228/485873337_4c82927594.jpg
3561,FALSE,Positive,0.668,http://farm4.static.flickr.com/3053/2412325516_5aa921e0c7.jpg
3562,FALSE,Positive,0.6675,http://farm1.static.flickr.com/126/419943466_239310b7ac.jpg
3563,FALSE,Positive,1,http://farm2.static.flickr.com/1228/1354981227_30a4e43350.jpg
3564,FALSE,Positive,0.667,http://farm1.static.flickr.com/76/197888839_97545da7ec.jpg
3565,FALSE,Positive,0.6677,http://farm1.static.flickr.com/197/491811134_ecef52b485.jpg
3566,FALSE,Neutral,0.6649,http://farm1.static.flickr.com/73/153895639_245c660629.jpg
3567,FALSE,Neutral,1,http://farm1.static.flickr.com/226/464054785_b70fdcce3c.jpg
3568,FALSE,Positive,1,http://farm3.static.flickr.com/2183/2290412048_fc7ccd0fdd.jpg
3569,FALSE,Negative,0.3368,http://farm1.static.flickr.com/177/470607159_4b05d22c16.jpg
3570,FALSE,Neutral,1,http://farm2.static.flickr.com/1099/1387638566_7efb6d8c63.jpg
3571,FALSE,Positive,0.6692,http://farm3.static.flickr.com/2032/2034899406_98b4b73cbf.jpg
3572,FALSE,Neutral,1,http://farm2.static.flickr.com/1344/1221129429_66a122fd2e.jpg
3573,FALSE,Positive,0.6885,http://farm1.static.flickr.com/89/246768492_b087ce5438.jpg
3574,FALSE,Positive,1,http://farm3.static.flickr.com/2008/2062483254_949201f11e.jpg
3575,FALSE,Positive,0.6651,http://farm2.static.flickr.com/1081/1315264068_f9d34d078c.jpg
3576,FALSE,Positive,1,http://farm1.static.flickr.com/137/405691033_c81f41d667.jpg
3577,FALSE,Positive,0.6685,http://farm1.static.flickr.com/164/402724749_5eba57a7db.jpg
3578,FALSE,Negative,0.6744,http://farm4.static.flickr.com/3256/2648638934_b210b39df5.jpg
3579,FALSE,Neutral,0.663,http://farm1.static.flickr.com/153/370013750_8f6dbeea31.jpg
3580,FALSE,Positive,1,http://farm4.static.flickr.com/3007/2671640048_b8dfb05d7d.jpg
3581,FALSE,Negative,1,http://farm3.static.flickr.com/2051/2222118211_2d36aea8c0.jpg
3582,FALSE,Neutral,1,http://farm2.static.flickr.com/1109/597627645_6a738f958f.jpg
3583,FALSE,Neutral,0.6704,http://farm1.static.flickr.com/146/332707438_f48202f606.jpg
3584,FALSE,Positive,0.6619,http://farm1.static.flickr.com/20/73908601_4198b28107.jpg
3585,FALSE,Neutral,0.6706,http://farm1.static.flickr.com/71/156979815_db5b6676ef.jpg
3586,FALSE,Positive,0.3356,http://farm2.static.flickr.com/1200/931173687_2bf16a4546.jpg
3587,FALSE,Positive,1,http://farm3.static.flickr.com/2079/2094806010_21705c34a4.jpg
3588,FALSE,Positive,1,http://farm1.static.flickr.com/13/89559729_869949cefc.jpg
3589,FALSE,Neutral,1,http://farm3.static.flickr.com/2245/2074381213_492f92b428.jpg
3590,FALSE,Positive,1,http://farm3.static.flickr.com/2274/2197322926_5e13134cfb.jpg
3591,FALSE,Neutral,1,http://farm1.static.flickr.com/123/353930060_df7c9bbc7e.jpg
3592,FALSE,Neutral,0.666,http://farm1.static.flickr.com/147/436298797_5137198cd6.jpg
3593,FALSE,Highly negative,0.3377,http://farm1.static.flickr.com/20/72542345_b3428adcc1.jpg
3594,FALSE,Positive,0.6604,http://farm1.static.flickr.com/14/17359476_ddc319c4b6.jpg
3595,FALSE,Positive,1,http://farm4.static.flickr.com/3159/2678364798_6c1ebb7a75.jpg
3596,FALSE,Positive,0.669,http://farm3.static.flickr.com/2004/2228609060_df6fea2ea7.jpg
3597,FALSE,Positive,0.6777,http://farm3.static.flickr.com/2134/2043132072_ffab315a73.jpg
3598,FALSE,Neutral,0.6608,http://farm4.static.flickr.com/3179/2621206314_360da98f59.jpg
3599,FALSE,Neutral,1,http://farm1.static.flickr.com/135/319409555_d92e07f9ae.jpg
3600,FALSE,Neutral,0.6634,http://farm1.static.flickr.com/136/388612289_ce7fde1e1b.jpg
3601,FALSE,Neutral,0.6636,http://farm3.static.flickr.com/2336/2043096440_c049adc24c.jpg
3602,FALSE,Negative,0.6688,http://farm1.static.flickr.com/55/115150896_b56fc8cbe7.jpg
3603,FALSE,Positive,1,http://farm3.static.flickr.com/2358/2220697604_7ac4a2d4bd.jpg
3604,FALSE,Positive,0.6582,http://farm1.static.flickr.com/62/184404127_8fb833767d.jpg
3605,FALSE,Positive,0.667,http://farm2.static.flickr.com/1433/1408707483_0de333d232.jpg
3606,FALSE,Neutral,1,http://farm1.static.flickr.com/148/331245121_baf907a6e5.jpg
3607,FALSE,Positive,0.659,http://farm1.static.flickr.com/90/246764649_7b43c2d5e2.jpg
3608,FALSE,Positive,0.6634,http://farm4.static.flickr.com/3185/2731761868_b9f5bd9368.jpg
3609,FALSE,Neutral,0.6575,http://farm1.static.flickr.com/26/43442886_f6b638667b.jpg
3610,FALSE,Neutral,0.6682,http://farm2.static.flickr.com/1214/1209871766_d4aa748ab6.jpg
3611,FALSE,Positive,1,http://farm3.static.flickr.com/2415/2443669744_5db17e035d.jpg
3612,FALSE,Neutral,0.6657,http://farm3.static.flickr.com/2071/2182064355_9ac85d5bab.jpg
3613,FALSE,Neutral,1,http://farm3.static.flickr.com/2309/2051684949_b90a388d08.jpg
3614,FALSE,Positive,0.6679,http://farm2.static.flickr.com/1249/572160680_edc0171bdd.jpg
3615,FALSE,Positive,1,http://farm1.static.flickr.com/11/12638218_5101a605c5.jpg
3616,FALSE,Negative,0.6614,http://farm1.static.flickr.com/23/24823736_3c1f95df4f.jpg
